I
1100 Generated by WorldEditor 2.2.0r2

1    252 1 0 LFRK Caen Carpiquet
1302 city Caen/Carpiquet
112  49.18207050 -000.45797403  49.18206948 -000.45797515 1
115  49.18206897 -000.45797571
120 5
111  49.18206178 -000.45797447 1
111  49.18206647 -000.45798443 1
111  49.18206309 -000.45798813 1
111  49.18206411 -000.45799030 1
111  49.18206749 -000.45798660 1
111  49.18206851 -000.45798877 1
111  49.18206414 -000.45799357 1
111  49.18206102 -000.45798694 1
111  49.18206445 -000.45798319 1
111  49.18206192 -000.45797782 1
111  49.18205850 -000.45798157 1
113  49.18205741 -000.45797926 1
120 A
111  49.18196999 -000.45809086 1
111  49.18196373 -000.45808193 1
111  49.18196416 -000.45808134 1
111  49.18196560 -000.45808339 1
111  49.18196852 -000.45808032 1
111  49.18196770 -000.45807762 1
111  49.18196819 -000.45807719 1
111  49.18197313 -000.45809329 1
111  49.18197231 -000.45809416 1
111  49.18196999 -000.45809086 1
111  49.18197048 -000.45809035 1
111  49.18196689 -000.45808524 1
111  49.18196927 -000.45808275 1
111  49.18197133 -000.45808946 1
113  49.18197048 -000.45809035 1
120 5
111  49.18196022 -000.45808569 1
111  49.18196490 -000.45809565 1
111  49.18196153 -000.45809935 1
111  49.18196255 -000.45810151 1
111  49.18196592 -000.45809782 1
111  49.18196695 -000.45809999 1
111  49.18196258 -000.45810478 1
111  49.18195946 -000.45809816 1
111  49.18196289 -000.45809440 1
111  49.18196036 -000.45808903 1
111  49.18195694 -000.45809279 1
113  49.18195584 -000.45809047 1
120 B
111  49.18183219 -000.45698797 1
111  49.18182544 -000.45697367 1
112  49.18182813 -000.45697071  49.18182979 -000.45696888 1
111  49.18183092 -000.45697131 1
112  49.18183239 -000.45697445  49.18183291 -000.45697556 1
111  49.18183180 -000.45697740 1
112  49.18183389 -000.45697765  49.18183444 -000.45697881 1
112  49.18183556 -000.45698119  49.18183650 -000.45698320 1
111  49.18183478 -000.45698512 1
111  49.18183219 -000.45698797
111  49.18183017 -000.45698085 1
112  49.18183180 -000.45697906  49.18183272 -000.45697805 1
111  49.18183320 -000.45697907 1
111  49.18183398 -000.45698072 1
112  49.18183365 -000.45698308  49.18183270 -000.45698414 1
111  49.18183205 -000.45698486 1
111  49.18183017 -000.45698085
111  49.18182915 -000.45697868 1
111  49.18182735 -000.45697485 1
112  49.18182909 -000.45697293  49.18182991 -000.45697203 1
111  49.18183034 -000.45697298 1
111  49.18183126 -000.45697494 1
112  49.18183069 -000.45697700  49.18182967 -000.45697812 1
115  49.18182915 -000.45697868
120 8
111  49.18182195 -000.45697744 1
111  49.18182534 -000.45698463 1
111  49.18182437 -000.45698714
111  49.18182415 -000.45698553 1
111  49.18182188 -000.45698803 1
111  49.18181970 -000.45698341 1
111  49.18182197 -000.45698090 1
111  49.18182415 -000.45698553
111  49.18182437 -000.45698714
111  49.18182530 -000.45698792 1
111  49.18182302 -000.45699043 1
111  49.18182431 -000.45699317 1
111  49.18182659 -000.45699067 1
111  49.18182530 -000.45698792
111  49.18182437 -000.45698714 1
111  49.18182625 -000.45698657 1
111  49.18182870 -000.45699172 1
111  49.18182432 -000.45699652 1
111  49.18182184 -000.45699126 1
111  49.18182279 -000.45698883 1
111  49.18182096 -000.45698939 1
113  49.18181758 -000.45698223 1
120 A
111  49.18164433 -000.45718791 1
111  49.18163807 -000.45717898 1
111  49.18163850 -000.45717839 1
111  49.18163993 -000.45718044 1
111  49.18164286 -000.45717737 1
111  49.18164204 -000.45717467 1
111  49.18164253 -000.45717424 1
111  49.18164747 -000.45719034 1
111  49.18164665 -000.45719121 1
111  49.18164433 -000.45718791 1
111  49.18164481 -000.45718740 1
111  49.18164123 -000.45718229 1
111  49.18164361 -000.45717980 1
111  49.18164567 -000.45718651 1
113  49.18164481 -000.45718740 1
120 8
111  49.18163454 -000.45718273 1
111  49.18163793 -000.45718992 1
111  49.18163696 -000.45719244
111  49.18163674 -000.45719082 1
111  49.18163447 -000.45719332 1
111  49.18163229 -000.45718870 1
111  49.18163456 -000.45718620 1
111  49.18163674 -000.45719082
111  49.18163696 -000.45719244
111  49.18163789 -000.45719321 1
111  49.18163561 -000.45719573 1
111  49.18163690 -000.45719847 1
111  49.18163918 -000.45719596 1
111  49.18163789 -000.45719321
111  49.18163696 -000.45719244 1
111  49.18163884 -000.45719186 1
111  49.18164129 -000.45719702 1
111  49.18163691 -000.45720181 1
111  49.18163443 -000.45719656 1
111  49.18163538 -000.45719412 1
111  49.18163355 -000.45719468 1
113  49.18163017 -000.45718753 1
120 C
111  49.18197913 -000.45747260 1
111  49.18197741 -000.45746899 1
111  49.18198177 -000.45746416 1
111  49.18198856 -000.45747843 1
111  49.18198420 -000.45748325 1
111  49.18198247 -000.45747961 1
111  49.18198344 -000.45747853 1
111  49.18198423 -000.45748019 1
111  49.18198664 -000.45747752 1
111  49.18198174 -000.45746723 1
111  49.18197934 -000.45746990 1
113  49.18198011 -000.45747153 1
120 6
111  49.18199085 -000.45745836 1
111  49.18199635 -000.45746987 1
111  49.18199200 -000.45747470
111  49.18199198 -000.45747134 1
111  49.18198991 -000.45746702 1
111  49.18199219 -000.45746450 1
111  49.18199425 -000.45746883 1
111  49.18199198 -000.45747134
111  49.18199200 -000.45747470 1
111  49.18198788 -000.45746608 1
111  49.18199119 -000.45746242 1
111  49.18198999 -000.45745992 1
111  49.18198659 -000.45746007 1
111  49.18198623 -000.45745932 1
113  49.18198695 -000.45745852 1
120 B
111  49.18187828 -000.45757752 1
111  49.18188505 -000.45759180 1
112  49.18188237 -000.45759477  49.18188071 -000.45759660 1
111  49.18187958 -000.45759417 1
112  49.18187810 -000.45759104  49.18187758 -000.45758994 1
111  49.18187868 -000.45758809 1
112  49.18187659 -000.45758785  49.18187604 -000.45758669 1
112  49.18187492 -000.45758431  49.18187397 -000.45758230 1
111  49.18187569 -000.45758038 1
111  49.18187828 -000.45757752
111  49.18188030 -000.45758463 1
112  49.18187868 -000.45758643  49.18187776 -000.45758745 1
111  49.18187728 -000.45758642 1
111  49.18187650 -000.45758478 1
112  49.18187682 -000.45758241  49.18187777 -000.45758136 1
111  49.18187842 -000.45758063 1
111  49.18188030 -000.45758463
111  49.18188133 -000.45758680 1
111  49.18188313 -000.45759063 1
112  49.18188140 -000.45759255  49.18188058 -000.45759345 1
111  49.18188015 -000.45759250 1
111  49.18187922 -000.45759055 1
112  49.18187980 -000.45758848  49.18188081 -000.45758736 1
115  49.18188133 -000.45758680
120 6
111  49.18188739 -000.45757168 1
111  49.18189289 -000.45758320 1
111  49.18188853 -000.45758802
111  49.18188851 -000.45758467 1
111  49.18188644 -000.45758035 1
111  49.18188872 -000.45757783 1
111  49.18189079 -000.45758216 1
111  49.18188851 -000.45758467
111  49.18188853 -000.45758802 1
111  49.18188442 -000.45757940 1
111  49.18188772 -000.45757574 1
111  49.18188653 -000.45757324 1
111  49.18188313 -000.45757339 1
111  49.18188277 -000.45757265 1
113  49.18188349 -000.45757185 1
120 A
111  49.18177621 -000.45769509 1
111  49.18178250 -000.45770400 1
111  49.18178207 -000.45770458 1
111  49.18178063 -000.45770254 1
111  49.18177770 -000.45770562 1
111  49.18177853 -000.45770832 1
111  49.18177804 -000.45770875 1
111  49.18177307 -000.45769267 1
111  49.18177389 -000.45769180 1
111  49.18177621 -000.45769509 1
111  49.18177573 -000.45769560 1
111  49.18177932 -000.45770070 1
111  49.18177695 -000.45770319 1
111  49.18177488 -000.45769650 1
113  49.18177573 -000.45769560 1
120 6
111  49.18178487 -000.45768390 1
111  49.18179037 -000.45769542 1
111  49.18178602 -000.45770024
111  49.18178600 -000.45769688 1
111  49.18178393 -000.45769256 1
111  49.18178621 -000.45769004 1
111  49.18178827 -000.45769437 1
111  49.18178600 -000.45769688
111  49.18178602 -000.45770024 1
111  49.18178190 -000.45769162 1
111  49.18178521 -000.45768796 1
111  49.18178401 -000.45768546 1
111  49.18178061 -000.45768561 1
111  49.18178025 -000.45768486 1
113  49.18178097 -000.45768406 1
120 A
111  49.18230152 -000.45861322 1
111  49.18230780 -000.45862213 1
111  49.18230738 -000.45862271 1
111  49.18230594 -000.45862067 1
111  49.18230301 -000.45862375 1
111  49.18230384 -000.45862645 1
111  49.18230335 -000.45862688 1
111  49.18229838 -000.45861080 1
111  49.18229920 -000.45860993 1
111  49.18230152 -000.45861322 1
111  49.18230104 -000.45861373 1
111  49.18230463 -000.45861883 1
111  49.18230226 -000.45862132 1
111  49.18230019 -000.45861463 1
113  49.18230104 -000.45861373 1
120 B
111  49.18247714 -000.45838029 1
111  49.18248390 -000.45839457 1
112  49.18248122 -000.45839754  49.18247957 -000.45839937 1
111  49.18247843 -000.45839694 1
112  49.18247696 -000.45839381  49.18247643 -000.45839271 1
111  49.18247754 -000.45839086 1
112  49.18247545 -000.45839062  49.18247490 -000.45838946 1
112  49.18247378 -000.45838708  49.18247283 -000.45838507 1
111  49.18247455 -000.45838315 1
111  49.18247714 -000.45838029
111  49.18247916 -000.45838740 1
112  49.18247754 -000.45838920  49.18247662 -000.45839022 1
111  49.18247613 -000.45838919 1
111  49.18247536 -000.45838755 1
112  49.18247568 -000.45838518  49.18247663 -000.45838413 1
111  49.18247728 -000.45838340 1
111  49.18247916 -000.45838740
111  49.18248018 -000.45838957 1
111  49.18248199 -000.45839340 1
112  49.18248026 -000.45839532  49.18247944 -000.45839622 1
111  49.18247900 -000.45839527 1
111  49.18247808 -000.45839332 1
112  49.18247865 -000.45839125  49.18247967 -000.45839013 1
115  49.18248018 -000.45838957
120 4
111  49.18248412 -000.45837924 1
111  49.18248630 -000.45838385 1
111  49.18248858 -000.45838135 1
111  49.18248335 -000.45837371 1
111  49.18248402 -000.45837281 1
111  49.18249051 -000.45838230 1
111  49.18248726 -000.45838588 1
111  49.18248882 -000.45838918 1
111  49.18248791 -000.45839018 1
111  49.18248635 -000.45838688 1
111  49.18248523 -000.45838813 1
111  49.18248426 -000.45838610 1
111  49.18248539 -000.45838486 1
113  49.18248321 -000.45838024 1
120 4
111  49.18230805 -000.45860681 1
111  49.18231024 -000.45861142 1
111  49.18231251 -000.45860892 1
111  49.18230729 -000.45860129 1
111  49.18230795 -000.45860038 1
111  49.18231445 -000.45860987 1
111  49.18231119 -000.45861345 1
111  49.18231275 -000.45861676 1
111  49.18231185 -000.45861776 1
111  49.18231028 -000.45861446 1
111  49.18230916 -000.45861570 1
111  49.18230820 -000.45861367 1
111  49.18230932 -000.45861243 1
113  49.18230714 -000.45860781 1
120 R
111  49.18239463 -000.45900125 1
111  49.18240615 -000.45900017 1
111  49.18240622 -000.45900202 1
111  49.18240062 -000.45900253 1
111  49.18240064 -000.45900302 1
111  49.18240641 -000.45900710 1
111  49.18240646 -000.45900839 1
111  49.18240562 -000.45900846 1
111  49.18240072 -000.45900499 1
111  49.18240087 -000.45900890 1
111  49.18239495 -000.45900946 1
111  49.18239463 -000.45900125
111  49.18239632 -000.45900294 1
111  49.18239901 -000.45900269 1
111  49.18239919 -000.45900720 1
111  49.18239649 -000.45900745 1
115  49.18239632 -000.45900294
120 R
111  49.18279098 -000.46008106 1
111  49.18280250 -000.46007999 1
111  49.18280257 -000.46008183 1
111  49.18279697 -000.46008234 1
111  49.18279699 -000.46008284 1
111  49.18280276 -000.46008691 1
111  49.18280281 -000.46008820 1
111  49.18280196 -000.46008828 1
111  49.18279707 -000.46008480 1
111  49.18279722 -000.46008871 1
111  49.18279129 -000.46008927 1
111  49.18279098 -000.46008106
111  49.18279266 -000.46008276 1
111  49.18279536 -000.46008250 1
111  49.18279554 -000.46008701 1
111  49.18279283 -000.46008727 1
115  49.18279266 -000.46008276
120 R
111  49.18278626 -000.45962434 1
111  49.18279553 -000.45961382 1
111  49.18279624 -000.45961530 1
111  49.18279174 -000.45962041 1
111  49.18279193 -000.45962080 1
111  49.18279822 -000.45961940 1
111  49.18279872 -000.45962044 1
111  49.18279804 -000.45962121 1
111  49.18279269 -000.45962238 1
111  49.18279422 -000.45962554 1
111  49.18278946 -000.45963096 1
111  49.18278626 -000.45962434
111  49.18278828 -000.45962435 1
111  49.18279045 -000.45962189 1
111  49.18279220 -000.45962552 1
111  49.18279003 -000.45962799 1
115  49.18278828 -000.45962435
120 0
111  49.18170451 -000.45747043 1
111  49.18170798 -000.45745363 1
111  49.18171311 -000.45745612 1
111  49.18170964 -000.45747293 1
111  49.18170451 -000.45747043
111  49.18170622 -000.45746845 1
111  49.18170859 -000.45745691 1
111  49.18171144 -000.45745829 1
111  49.18170905 -000.45746983 1
113  49.18170622 -000.45746845
120 0
111  49.18280500 -000.46008041 1
111  49.18281650 -000.46007937 1
111  49.18281681 -000.46008758 1
111  49.18280531 -000.46008863 1
111  49.18280500 -000.46008041
111  49.18280682 -000.46008214 1
111  49.18281471 -000.46008141 1
111  49.18281488 -000.46008597 1
111  49.18280699 -000.46008669 1
113  49.18280682 -000.46008214
120 0
111  49.18309832 -000.46007911 1
111  49.18308898 -000.46008943 1
111  49.18308584 -000.46008276 1
111  49.18309517 -000.46007243 1
111  49.18309832 -000.46007911
111  49.18309617 -000.46007915 1
111  49.18308977 -000.46008624 1
111  49.18308803 -000.46008254 1
111  49.18309444 -000.46007545 1
113  49.18309617 -000.46007915
120 0
111  49.18263574 -000.45949468 1
111  49.18264726 -000.45949461 1
111  49.18264728 -000.45950283 1
111  49.18263575 -000.45950292 1
111  49.18263574 -000.45949468
111  49.18263750 -000.45949656 1
111  49.18264541 -000.45949650 1
111  49.18264541 -000.45950106 1
111  49.18263750 -000.45950112 1
113  49.18263750 -000.45949656
120 0
111  49.18304656 -000.45998949 1
111  49.18303722 -000.45999981 1
111  49.18303408 -000.45999314 1
111  49.18304341 -000.45998281 1
111  49.18304656 -000.45998949
111  49.18304441 -000.45998952 1
111  49.18303801 -000.45999662 1
111  49.18303627 -000.45999292 1
111  49.18304268 -000.45998582 1
113  49.18304441 -000.45998952
120 0
111  49.18263577 -000.45947839 1
111  49.18264729 -000.45947831 1
111  49.18264730 -000.45948653 1
111  49.18263578 -000.45948662 1
111  49.18263577 -000.45947839
111  49.18263752 -000.45948027 1
111  49.18264543 -000.45948020 1
111  49.18264544 -000.45948476 1
111  49.18263753 -000.45948482 1
113  49.18263752 -000.45948027
120 0
111  49.18305274 -000.46000276 1
111  49.18304340 -000.46001308 1
111  49.18304026 -000.46000641 1
111  49.18304959 -000.45999608 1
111  49.18305274 -000.46000276
111  49.18305059 -000.46000280 1
111  49.18304419 -000.46000989 1
111  49.18304245 -000.46000619 1
111  49.18304886 -000.45999910 1
113  49.18305059 -000.46000280
120 1
111  49.18264733 -000.45946714 1
111  49.18263581 -000.45946725 1
111  49.18263580 -000.45946545 1
111  49.18263615 -000.45946427 1
111  49.18263755 -000.45946423 1
111  49.18263756 -000.45946545 1
113  49.18264732 -000.45946536 1
120 1
111  49.18304762 -000.46002220 1
111  49.18305694 -000.46001186 1
111  49.18305763 -000.46001331 1
111  49.18305780 -000.46001458 1
111  49.18305667 -000.46001586 1
111  49.18305621 -000.46001487 1
113  49.18304830 -000.46002364 1
120 2
111  49.18169718 -000.45744823 1
111  49.18170214 -000.45745063 1
111  49.18170161 -000.45745325 1
111  49.18169785 -000.45745143 1
111  49.18169744 -000.45745342 1
111  49.18169982 -000.45746210 1
111  49.18169872 -000.45746745 1
111  49.18169375 -000.45746505 1
111  49.18169462 -000.45746078 1
111  49.18169561 -000.45746125 1
111  49.18169589 -000.45746297 1
111  49.18169875 -000.45746435 1
111  49.18169906 -000.45746280 1
113  49.18169628 -000.45745263 1
120 2
111  49.18281594 -000.46006200 1
111  49.18281624 -000.46006995 1
111  49.18281445 -000.46007012 1
111  49.18281422 -000.46006410 1
111  49.18281286 -000.46006423 1
111  49.18280841 -000.46007072 1
111  49.18280475 -000.46007106 1
111  49.18280444 -000.46006311 1
111  49.18280736 -000.46006283 1
111  49.18280742 -000.46006442 1
111  49.18280647 -000.46006543 1
111  49.18280665 -000.46007000 1
111  49.18280771 -000.46006989 1
113  49.18281292 -000.46006229 1
120 2
111  49.18309555 -000.46010362 1
111  49.18309250 -000.46009717 1
111  49.18309395 -000.46009555 1
111  49.18309626 -000.46010044 1
111  49.18309736 -000.46009921 1
111  49.18309884 -000.46009008 1
111  49.18310180 -000.46008679 1
111  49.18310486 -000.46009324 1
111  49.18310249 -000.46009587 1
111  49.18310188 -000.46009459 1
111  49.18310233 -000.46009296 1
111  49.18310057 -000.46008925 1
111  49.18309972 -000.46009021 1
113  49.18309799 -000.46010090 1
120 3
111  49.18169206 -000.45744560 1
111  49.18169050 -000.45745323 1
111  49.18168801 -000.45745487 1
111  49.18168952 -000.45745805 1
111  49.18168863 -000.45746243 1
111  49.18168351 -000.45745994 1
111  49.18168403 -000.45745738 1
111  49.18168804 -000.45745933 1
111  49.18168834 -000.45745785 1
111  49.18168664 -000.45745427 1
111  49.18168944 -000.45745242 1
111  49.18169040 -000.45744777 1
111  49.18168638 -000.45744584 1
113  49.18168693 -000.45744311 1
120 3
111  49.18281571 -000.46005375 1
111  49.18281050 -000.46005424 1
111  49.18280861 -000.46005127 1
111  49.18280720 -000.46005457 1
111  49.18280421 -000.46005486 1
111  49.18280390 -000.46004665 1
111  49.18280565 -000.46004648 1
111  49.18280589 -000.46005291 1
111  49.18280690 -000.46005281 1
111  49.18280848 -000.46004910 1
111  49.18281061 -000.46005244 1
111  49.18281379 -000.46005215 1
111  49.18281353 -000.46004571 1
113  49.18281540 -000.46004553 1
120 3
111  49.18309864 -000.46011040 1
111  49.18310286 -000.46010570 1
111  49.18310550 -000.46010665 1
111  49.18310552 -000.46010272 1
111  49.18310794 -000.46010002 1
111  49.18311109 -000.46010668 1
111  49.18310968 -000.46010827 1
111  49.18310721 -000.46010304 1
111  49.18310639 -000.46010395 1
111  49.18310636 -000.46010838 1
111  49.18310340 -000.46010731 1
111  49.18310082 -000.46011017 1
111  49.18310329 -000.46011539 1
113  49.18310179 -000.46011708 1
120 3
111  49.18289136 -000.45949800 1
111  49.18288716 -000.45950275 1
111  49.18288452 -000.45950182 1
111  49.18288451 -000.45950576 1
111  49.18288211 -000.45950849 1
111  49.18287893 -000.45950186 1
111  49.18288033 -000.45950026 1
111  49.18288282 -000.45950546 1
111  49.18288364 -000.45950453 1
111  49.18288364 -000.45950011 1
111  49.18288661 -000.45950114 1
111  49.18288918 -000.45949825 1
111  49.18288668 -000.45949306 1
113  49.18288818 -000.45949135 1
120 3
111  49.18242036 -000.45899046 1
111  49.18241515 -000.45899095 1
111  49.18241326 -000.45898798 1
111  49.18241186 -000.45899128 1
111  49.18240887 -000.45899157 1
111  49.18240855 -000.45898336 1
111  49.18241030 -000.45898319 1
111  49.18241054 -000.45898962 1
111  49.18241156 -000.45898952 1
111  49.18241313 -000.45898581 1
111  49.18241526 -000.45898915 1
111  49.18241844 -000.45898886 1
111  49.18241819 -000.45898242 1
113  49.18242005 -000.45898224 1
120 3
111  49.18283019 -000.46006786 1
111  49.18282498 -000.46006835 1
111  49.18282309 -000.46006538 1
111  49.18282169 -000.46006868 1
111  49.18281870 -000.46006897 1
111  49.18281838 -000.46006076 1
111  49.18282013 -000.46006059 1
111  49.18282038 -000.46006702 1
111  49.18282139 -000.46006692 1
111  49.18282297 -000.46006321 1
111  49.18282509 -000.46006655 1
111  49.18282827 -000.46006626 1
111  49.18282802 -000.46005982 1
113  49.18282988 -000.46005963 1
120 3
111  49.18311840 -000.46006803 1
111  49.18312262 -000.46006334 1
111  49.18312526 -000.46006429 1
111  49.18312528 -000.46006036 1
111  49.18312770 -000.46005766 1
111  49.18313085 -000.46006432 1
111  49.18312944 -000.46006590 1
111  49.18312697 -000.46006068 1
111  49.18312615 -000.46006159 1
111  49.18312612 -000.46006602 1
111  49.18312316 -000.46006495 1
111  49.18312058 -000.46006781 1
111  49.18312305 -000.46007303 1
113  49.18312154 -000.46007472 1
120 4
111  49.18289049 -000.45951722 1
111  49.18289349 -000.45951385 1
111  49.18289183 -000.45951039 1
111  49.18288688 -000.45951843 1
111  49.18288629 -000.45951742 1
111  49.18289244 -000.45950742 1
111  49.18289481 -000.45951237 1
111  49.18289695 -000.45950996 1
111  49.18289761 -000.45951133 1
111  49.18289547 -000.45951375 1
111  49.18289629 -000.45951546 1
111  49.18289497 -000.45951695 1
111  49.18289415 -000.45951524 1
113  49.18289115 -000.45951861 1
120 4
111  49.18241280 -000.45900587 1
111  49.18241652 -000.45900553 1
111  49.18241636 -000.45900125 1
111  49.18240934 -000.45900389 1
111  49.18240920 -000.45900255 1
111  49.18241792 -000.45899926 1
111  49.18241815 -000.45900539 1
111  49.18242081 -000.45900515 1
111  49.18242087 -000.45900685 1
111  49.18241821 -000.45900710 1
111  49.18241829 -000.45900922 1
111  49.18241666 -000.45900937 1
111  49.18241658 -000.45900725 1
113  49.18241286 -000.45900758 1
120 4
111  49.18282263 -000.46008327 1
111  49.18282635 -000.46008293 1
111  49.18282619 -000.46007865 1
111  49.18281918 -000.46008129 1
111  49.18281903 -000.46007995 1
111  49.18282776 -000.46007666 1
111  49.18282798 -000.46008279 1
111  49.18283064 -000.46008255 1
111  49.18283071 -000.46008425 1
111  49.18282805 -000.46008450 1
111  49.18282813 -000.46008662 1
111  49.18282649 -000.46008677 1
111  49.18282642 -000.46008465 1
113  49.18282270 -000.46008498 1
120 4
111  49.18311936 -000.46004882 1
111  49.18311635 -000.46005216 1
111  49.18311798 -000.46005564 1
111  49.18312297 -000.46004765 1
111  49.18312357 -000.46004867 1
111  49.18311736 -000.46005861 1
111  49.18311502 -000.46005362 1
111  49.18311286 -000.46005601 1
111  49.18311221 -000.46005463 1
111  49.18311437 -000.46005223 1
111  49.18311355 -000.46005051 1
111  49.18311488 -000.46004904 1
111  49.18311569 -000.46005076 1
113  49.18311871 -000.46004743 1
120 7
111  49.18287627 -000.45949611 1
111  49.18287275 -000.45948878 1
111  49.18287418 -000.45948715 1
111  49.18287655 -000.45949208 1
111  49.18288171 -000.45948052 1
111  49.18288259 -000.45947951 1
113  49.18288316 -000.45948069 1
120 7
111  49.18240836 -000.45897633 1
111  49.18240802 -000.45896725 1
111  49.18240980 -000.45896707 1
111  49.18241003 -000.45897318 1
111  49.18241847 -000.45896777 1
111  49.18241957 -000.45896765 1
113  49.18241963 -000.45896912 1
120 7
111  49.18281820 -000.46005373 1
111  49.18281785 -000.46004465 1
111  49.18281963 -000.46004447 1
111  49.18281986 -000.46005058 1
111  49.18282830 -000.46004517 1
111  49.18282940 -000.46004505 1
113  49.18282946 -000.46004652 1
120 7
111  49.18313347 -000.46007010 1
111  49.18313696 -000.46007748 1
111  49.18313552 -000.46007909 1
111  49.18313318 -000.46007413 1
111  49.18312795 -000.46008563 1
111  49.18312707 -000.46008662 1
113  49.18312650 -000.46008544 1
120 A
111  49.18277703 -000.45959642 1
111  49.18278280 -000.45958674 1
111  49.18278319 -000.45958739 1
111  49.18278186 -000.45958962 1
111  49.18278390 -000.45959406 1
111  49.18278566 -000.45959277 1
111  49.18278594 -000.45959353 1
111  49.18277547 -000.45960125 1
111  49.18277490 -000.45960000 1
111  49.18277703 -000.45959642 1
111  49.18277737 -000.45959715 1
111  49.18278067 -000.45959162 1
111  49.18278232 -000.45959523 1
111  49.18277796 -000.45959845 1
113  49.18277737 -000.45959715 1
120 A
111  49.18275838 -000.45961689 1
111  49.18276415 -000.45960721 1
111  49.18276454 -000.45960786 1
111  49.18276322 -000.45961008 1
111  49.18276525 -000.45961453 1
111  49.18276701 -000.45961324 1
111  49.18276730 -000.45961399 1
111  49.18275682 -000.45962172 1
111  49.18275625 -000.45962047 1
111  49.18275838 -000.45961689 1
111  49.18275872 -000.45961762 1
111  49.18276202 -000.45961209 1
111  49.18276367 -000.45961570 1
111  49.18275931 -000.45961891 1
113  49.18275872 -000.45961762 1
120 A
111  49.18239676 -000.45897064 1
111  49.18240504 -000.45896731 1
111  49.18240513 -000.45896818 1
111  49.18240323 -000.45896894 1
111  49.18240336 -000.45897437 1
111  49.18240529 -000.45897475 1
111  49.18240527 -000.45897562 1
111  49.18239373 -000.45897339 1
111  49.18239369 -000.45897186 1
111  49.18239676 -000.45897064 1
111  49.18239678 -000.45897153 1
111  49.18240152 -000.45896963 1
111  49.18240162 -000.45897403 1
111  49.18239682 -000.45897311 1
113  49.18239678 -000.45897153 1
120 A
111  49.18279310 -000.46005045 1
111  49.18280139 -000.46004712 1
111  49.18280148 -000.46004799 1
111  49.18279958 -000.46004875 1
111  49.18279971 -000.46005418 1
111  49.18280164 -000.46005456 1
111  49.18280161 -000.46005543 1
111  49.18279008 -000.46005320 1
111  49.18279004 -000.46005168 1
111  49.18279310 -000.46005045 1
111  49.18279313 -000.46005134 1
111  49.18279787 -000.46004944 1
111  49.18279797 -000.46005385 1
111  49.18279316 -000.46005292 1
113  49.18279313 -000.46005134 1
120 A
111  49.18304054 -000.46026082 1
111  49.18303472 -000.46027043 1
111  49.18303433 -000.46026977 1
111  49.18303567 -000.46026757 1
111  49.18303366 -000.46026310 1
111  49.18303189 -000.46026436 1
111  49.18303161 -000.46026360 1
111  49.18304212 -000.46025601 1
111  49.18304269 -000.46025726 1
111  49.18304054 -000.46026082 1
111  49.18304021 -000.46026008 1
111  49.18303687 -000.46026558 1
111  49.18303524 -000.46026195 1
111  49.18303962 -000.46025878 1
113  49.18304021 -000.46026008 1
120 T
111  49.18278294 -000.45961711 1
111  49.18277975 -000.45961048 1
111  49.18278105 -000.45960901 1
111  49.18278230 -000.45961161 1
111  49.18279028 -000.45960258 1
111  49.18279099 -000.45960406 1
111  49.18278301 -000.45961309 1
113  49.18278423 -000.45961564 1
120 T
111  49.18276429 -000.45963757 1
111  49.18276110 -000.45963094 1
111  49.18276240 -000.45962948 1
111  49.18276365 -000.45963207 1
111  49.18277163 -000.45962304 1
111  49.18277234 -000.45962453 1
111  49.18276436 -000.45963355 1
113  49.18276559 -000.45963611 1
120 T
111  49.18239437 -000.45899291 1
111  49.18239405 -000.45898469 1
111  49.18239566 -000.45898455 1
111  49.18239578 -000.45898776 1
111  49.18240569 -000.45898682 1
111  49.18240576 -000.45898866 1
111  49.18239586 -000.45898960 1
113  49.18239598 -000.45899276 1
120 T
111  49.18279071 -000.46007272 1
111  49.18279039 -000.46006451 1
111  49.18279201 -000.46006436 1
111  49.18279213 -000.46006757 1
111  49.18280204 -000.46006663 1
111  49.18280211 -000.46006847 1
111  49.18279220 -000.46006941 1
113  49.18279232 -000.46007257 1
120 T
111  49.18303474 -000.46024006 1
111  49.18303789 -000.46024673 1
111  49.18303658 -000.46024818 1
111  49.18303535 -000.46024557 1
111  49.18302732 -000.46025451 1
111  49.18302662 -000.46025301 1
111  49.18303464 -000.46024408 1
113  49.18303343 -000.46024151 1
120 7
111  49.18277082 -000.45965132 1
111  49.18276730 -000.45964399 1
111  49.18276873 -000.45964235 1
111  49.18277110 -000.45964729 1
111  49.18277626 -000.45963573 1
111  49.18277714 -000.45963472 1
113  49.18277771 -000.45963590 1
120 7
111  49.18302827 -000.46022624 1
111  49.18303175 -000.46023361 1
111  49.18303031 -000.46023523 1
111  49.18302797 -000.46023027 1
111  49.18302275 -000.46024176 1
111  49.18302187 -000.46024276 1
113  49.18302130 -000.46024158 1
120 t
111  49.18214363 -000.45937604 1
111  49.18214649 -000.45938196 1
111  49.18214903 -000.45937910 1
111  49.18215050 -000.45938213 1
111  49.18214797 -000.45938500 1
111  49.18215809 -000.45940590 1
112  49.18215756 -000.45941116  49.18215555 -000.45941342 1
111  49.18215498 -000.45941407 1
111  49.18215350 -000.45941104 1
112  49.18215493 -000.45940943  49.18215611 -000.45940809 1
111  49.18215491 -000.45940566 1
111  49.18214598 -000.45938723 1
111  49.18214339 -000.45939016 1
111  49.18214192 -000.45938713 1
111  49.18214451 -000.45938420 1
